timestamp,Basel Temperature [2 m elevation corrected],Basel Growing Degree Days [2 m elevation corrected],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20220715T0800,20.050245,0.4187602,7.0911775,23.962494
20220715T0900,21.930244,0.49709353,6.9247384,27.897263
20220715T1000,23.580246,0.5658436,7.5170207,16.69925
20220715T1100,25.060246,0.62751025,8.049845,10.30484
20220715T1200,26.510244,0.6879268,9.007196,2.2906036
20220715T1300,27.610245,0.7337602,9,360
20220715T1400,28.400246,0.7666769,9.605998,347.00537
20220715T1500,28.930244,0.7887602,9.83268,336.25052
20220715T1600,29.370245,0.80709356,9.255571,346.50427
20220715T1700,29.570246,0.8154269,9.449572,342.25534
20220715T1800,29.350245,0.80626017,9.255571,346.50427
20220715T1900,28.470245,0.76959354,10.446206,1.9749298
20220715T2000,27.110245,0.71292686,11.792404,12.339081
20220715T2100,25.250246,0.63542694,9.793058,17.102722
20220715T2200,23.020245,0.5425102,7.8625183,15.945404
20220715T2300,20.420246,0.43417692,5.8603754,10.619659
20220716T0000,18.480246,0.35334358,5.1919937,33.690063
20220716T0100,18.000246,0.3333436,5.315336,28.30075
20220716T0200,18.420246,0.35084358,5.6920996,18.434952
20220716T0300,17.450245,0.31042686,5.0142193,21.037506
20220716T0400,16.960245,0.2900102,4.6938257,32.47119
20220716T0500,15.940246,0.24751024,5.00128,30.256424
20220716T0600,14.150246,0.1729269,6.151683,20.556046
20220716T0700,15.410245,0.22542687,6.5693827,9.462311
20220716T0800,17.600245,0.31667686,6.28713,13.240509
20220716T0900,19.750246,0.40626025,6.9527545,21.250488
20220716T1000,22.010244,0.5004268,9.227524,20.55603
20220716T1100,24.030245,0.58459353,9.227524,20.55603
20220716T1200,25.650246,0.6520936,8.905908,14.03624
20220716T1300,26.820246,0.7008436,8.557102,14.620865
20220716T1400,27.670246,0.73626024,8.473393,12.2647705
20220716T1500,28.220245,0.7591769,10.105681,4.085617
20220716T1600,28.690245,0.7787602,11.542478,3.5763245
20220716T1700,28.620245,0.77584356,12.324414,6.7098236
20220716T1800,28.280245,0.76167685,13.039754,6.340164
20220716T1900,27.610245,0.7337602,13.441071,7.6960297
20220716T2000,26.500246,0.68751025,13.493999,9.211014
20220716T2100,24.760244,0.6150102,11.609651,7.125
20220716T2200,22.100245,0.50417686,9.47012,8.74614
20220716T2300,19.730246,0.4054269,6.9899354,11.888657
20220717T0000,18.450245,0.35209355,6.297428,30.963745
20220717T0100,17.720245,0.32167688,7.145796,49.085617
20220717T0200,16.870245,0.28626022,6.9153743,51.34018
20220717T0300,15.820246,0.24251024,6.638072,49.398697
20220717T0400,15.210245,0.21709354,6.3690495,47.29059
20220717T0500,14.430245,0.18459356,6.3690495,42.70938
20220717T0600,14.100245,0.17084356,6.1305785,40.236343
20220717T0700,15.940246,0.24751024,5.6002855,44.999985
20220717T0800,18.810246,0.36709356,6.6087217,29.357742
20220717T0900,21.040245,0.4600102,7.7879906,33.690063
20220717T1000,23.480246,0.5616769,8.78872,34.99202
20220717T1100,25.670246,0.6529269,11.384198,34.69516
20220717T1200,27.400246,0.7250102,11.183201,33.178513
20220717T1300,28.740246,0.78084356,9.931042,43.53119
20220717T1400,30.180244,0.8333333,8.654987,44.999985
20220717T1500,31.100245,0.8333333,8.942214,40.100906
20220717T1600,31.600245,0.8333333,10.464797,26.565033
20220717T1700,31.750246,0.8333333,11.631956,21.801407
20220717T1800,31.600245,0.8333333,11.440979,24.145538
20220717T1900,30.930244,0.8333333,12.181625,18.970398
20220717T2000,29.740246,0.82251024,11.792404,12.339081
20220717T2100,27.210245,0.7170935,9.3876505,4.398697
20220717T2200,24.020245,0.58417684,7.5942073,5.440323
20220717T2300,21.140245,0.4641769,6.5693827,9.462311
20220718T0000,19.640245,0.4016769,7.771331,13.392487
20220718T0100,18.970245,0.37376022,6.12,28.07248
20220718T0200,18.150246,0.33959356,5.3517847,47.726303
20220718T0300,16.690245,0.2787602,4.6938257,57.5288
20220718T0400,15.670245,0.23626022,3.7585104,73.30075
20220718T0500,15.160245,0.21501021,3.319036,77.47118
20220718T0600,14.570246,0.1904269,2.9024127,82.874985
20220718T0700,16.550245,0.2729269,4.198285,120.96376
20220718T0800,19.830246,0.40959358,2.4149535,116.56505
20220718T0900,23.070246,0.5445936,2.9024127,82.874985
20220718T1000,25.730246,0.6554269,3.9763298,95.19443
20220718T1100,28.180244,0.7575102,4.379589,99.46232
20220718T1200,30.050245,0.8333333,7.653705,41.18593
20220718T1300,31.830246,0.8333333,6.297428,59.036255
20220718T1400,33.170246,0.8333333,4.6800003,67.380135
20220718T1500,34.220245,0.8333333,4.1046314,52.125
20220718T1600,34.920246,0.8333333,5.3999996,36.86989
20220718T1700,35.350246,0.8333333,7.4128532,29.05458
20220718T1800,35.18025,0.8333333,8.534353,27.645966
20220718T1900,34.640247,0.8333333,9.504273,24.623566
20220718T2000,33.34025,0.8333333,8.557102,22.249008
20220718T2100,30.310246,0.8333333,6.9527545,21.250488
20220718T2200,26.510244,0.6879268,8.049845,26.565033
20220718T2300,23.840246,0.5766769,7.8954163,43.15239
20220719T0000,21.900246,0.49584356,6.989936,55.491463
20220719T0100,20.730246,0.44709358,6.6185193,67.61986
20220719T0200,19.500246,0.3958436,5.937272,75.96376
20220719T0300,18.310246,0.34626022,5.506941,78.69006
20220719T0400,17.400246,0.30834356,4.6938252,94.398705
20220719T0500,17.020245,0.29251018,3.671294,101.30993
20220719T0600,16.600245,0.2750102,3.319036,102.52881
20220719T0700,18.060246,0.33584356,3.8268526,131.18591
20220719T0800,21.440245,0.47667685,2.8116899,129.80557
20220719T0900,24.780245,0.61584353,3.8773184,111.80141
20220719T1000,27.720245,0.73834354,5.4833565,113.19859
20220719T1100,30.030245,0.8333333,6.9247384,117.89726
20220719T1200,31.920246,0.8333333,6.519877,96.34019
20220719T1300,33.470245,0.8333333,7.42159,104.03624
20220719T1400,34.750248,0.8333333,6.725354,105.5241
20220719T1500,35.740246,0.8333333,4.829907,116.56505
20220719T1600,36.470245,0.8333333,3.0547013,135
20220719T1700,36.88025,0.8333333,2.3051248,128.6598
20220719T1800,36.93025,0.8333333,2.0364676,135
20220719T1900,36.370247,0.8333333,2.2768397,161.56505
20220719T2000,34.710247,0.8333333,1.484318,165.96376
20220719T2100,31.890245,0.8333333,2.1897945,99.46232
20220719T2200,28.210245,0.7587602,6.5693827,99.46232
20220719T2300,26.680244,0.6950102,5.815978,111.80141
20220720T0000,25.490246,0.6454269,4.6800003,112.61986
20220720T0100,25.410246,0.6420936,4.6938257,122.47119
20220720T0200,24.740246,0.6141769,5.495161,121.6075
20220720T0300,23.390245,0.5579269,5.5887027,165.06857
20220720T0400,22.570246,0.52376026,6.489992,183.17982
20220720T0500,22.330246,0.51376027,7.2805495,171.46924
20220720T0600,22.040245,0.50167686,9.531505,169.11447
20220720T0700,23.550245,0.56459355,9.531505,169.11447
20220720T0800,25.850245,0.66042686,9.605998,192.99461
20220720T0900,27.570246,0.7320936,7.4128532,209.05461
20220720T1000,28.820246,0.7841769,7.7043357,232.59465
20220720T1100,29.810246,0.8254269,7.24486,243.43495
20220720T1200,29.920246,0.83001024,0.8049845,243.43495
20220720T1300,31.710245,0.8333333,2.9024127,60.25511
20220720T1400,32.95025,0.8333333,8.39657,120.96376
20220720T1500,33.510246,0.8333333,8.287822,145.61966
20220720T1600,31.960245,0.8333333,12.261157,130.23636
20220720T1700,30.270245,0.8333333,13.684735,153.43495
20220720T1800,29.030245,0.79292685,12.661564,165.17352
20220720T1900,25.190245,0.6329269,11.440978,167.27565
20220720T2000,21.430244,0.4762602,9.531505,190.88553
20220720T2100,21.040245,0.4600102,7.289445,237.09476
20220720T2200,20.980246,0.45751023,8.287822,272.48956
20220720T2300,20.720245,0.44667688,7.6367526,278.1301
20220721T0000,19.930244,0.4137602,2.7416782,203.1986
20220721T0100,19.820246,0.40917692,8.699793,204.44395
20220721T0200,19.630245,0.40126023,6.2145634,190.00798
20220721T0300,19.060246,0.37751022,6.130579,183.36646
20220721T0400,18.720245,0.36334357,4.802999,192.99461
20220721T0500,18.650246,0.3604269,5.8603754,227.48956
20220721T0600,18.300245,0.34584355,6.9153743,231.3402
20220721T0700,18.590246,0.35792693,6.9153743,231.3402
20220721T0800,20.060246,0.4191769,6.12,241.92752
20220721T0900,21.320246,0.47167692,5.8048253,240.25513
20220721T1000,22.810246,0.53376025,5.692099,235.30484
20220721T1100,24.210245,0.5920935,5.315336,241.69925
20220721T1200,25.560246,0.64834356,6.12,241.92752
20220721T1300,26.750246,0.69792694,6.1094027,225
20220721T1400,27.520245,0.7300102,6.297428,239.03625
20220721T1500,28.160246,0.7566769,5.8603754,259.38034
20220721T1600,28.650246,0.7770936,5.2416787,285.9454
20220721T1700,28.940245,0.7891769,5.3999996,323.13013
20220721T1800,29.280245,0.80334353,6.6185193,337.61987
20220721T1900,29.010244,0.7920935,6.87779,353.991
20220721T2000,27.870245,0.74459356,9.007196,2.2906036
20220721T2100,25.710245,0.6545935,8.350138,7.431381
20220721T2200,22.210245,0.5087602,7.172949,17.525558
20220721T2300,20.660246,0.4441769,6.763786,25.201126
20220722T0000,18.730246,0.36376023,7.2805495,8.530762
20220722T0100,18.030245,0.33459353,6.6087217,29.357742
20220722T0200,17.220245,0.30084357,6.1305785,49.76364
20220722T0300,16.800245,0.28334355,5.8603754,47.489548
20220722T0400,16.530245,0.27209353,5.8603754,42.510437
20220722T0500,16.190247,0.25792694,5.3517847,47.726303
20220722T0600,15.840245,0.24334355,5.3999996,53.130096
20220722T0700,17.110245,0.2962602,5.692099,34.69516
20220722T0800,19.390245,0.39126024,5.6002855,44.999985
20220722T0900,21.720245,0.48834357,5.8048253,60.25511
20220722T1000,24.010244,0.5837602,6.0347,72.64597
20220722T1100,25.840246,0.6600103,5.937272,75.96376
20220722T1200,27.690245,0.7370935,3.6,53.130096
20220722T1300,29.260244,0.8025102,2.0991426,120.96376
20220722T1400,30.620245,0.8333333,2.2768397,108.434944
20220722T1500,31.660246,0.8333333,4.2136917,70.016884
20220722T1600,32.440247,0.8333333,9.36,270
20220722T1700,32.920246,0.8333333,1.8,323.13013
20220722T1800,33.230247,0.8333333,2.52,180
20220722T1900,31.740246,0.8333333,5.3999996,233.1301
20220722T2000,30.080246,0.8333333,3.8268526,228.81409
20220722T2100,30.130245,0.8333333,4.39436,145.00798
20220722T2200,28.560246,0.77334356,3.396233,212.00539
20220722T2300,25.840246,0.6600103,9,270
20220723T0000,25.000246,0.62501025,1.9386592,68.19859
20220723T0100,22.680244,0.5283435,4.896529,162.89728
20220723T0200,20.950245,0.4562602,7.5942082,148.57043
20220723T0300,20.450245,0.43542686,2.3051248,51.34018
20220723T0400,19.660246,0.40251026,5.3517847,47.726303
20220723T0500,19.220245,0.38417688,3.2599385,173.6598
20220723T0600,19.420246,0.39251027,4.1046314,195.25513
20220723T0700,19.330246,0.38876024,4.6800003,202.61987
20220723T0800,20.000246,0.4166769,6.4096174,231.84277
20220723T0900,21.060246,0.46084356,7.2,233.1301
20220723T1000,22.200245,0.5083435,7.5685663,244.65384
20220723T1100,23.510244,0.5629268,6.924738,261.02737
20220723T1200,24.590246,0.6079269,1.609969,26.565033
20220723T1300,25.570246,0.64876026,2.0991426,210.96376
20220723T1400,26.710245,0.6962602,3.319036,257.4712
20220723T1500,27.640245,0.7350102,6.489992,303.69006
20220723T1600,28.430244,0.7679269,6.439876,333.43497
20220723T1700,29.240246,0.8016769,3.4152596,341.56506
20220723T1800,29.260244,0.8025102,3.319036,319.3987
20220723T1900,28.710245,0.7795935,3.8939953,326.30994
20220723T2000,27.710245,0.7379269,1.5273507,315
20220723T2100,25.740246,0.65584356,1.5273507,225
20220723T2200,23.900246,0.5791769,2.5455842,171.8699
20220723T2300,23.540245,0.56417686,0.5091169,225
20220724T0000,22.490246,0.5204269,6.1305785,319.76367
20220724T0100,22.250246,0.51042694,5.0911684,315
20220724T0200,21.500246,0.4791769,5.692099,325.30484
20220724T0300,20.620245,0.44251022,7.072878,345.25644
20220724T0400,19.650246,0.40209356,5.154415,24.775131
20220724T0500,18.680244,0.36167684,4.39436,34.99202
20220724T0600,18.280245,0.3450102,2.3051248,51.34018
20220724T0700,18.600245,0.3583435,1.0182338,44.999985
20220724T0800,21.160246,0.46501026,2.16,360
20220724T0900,23.340246,0.5558436,2.52,360
20220724T1000,25.420246,0.64251024,3.219938,26.565033
20220724T1100,27.180244,0.7158435,3.6,36.86989
20220724T1200,28.330246,0.76376027,2.52,360
20220724T1300,29.450245,0.8104269,2.8799999,360
20220724T1400,30.310246,0.8333333,1.9386592,21.801407
20220724T1500,31.100245,0.8333333,1.9386592,68.19859
20220724T1600,31.660246,0.8333333,1.835647,78.69006
20220724T1700,32.180244,0.8333333,2.6208394,74.054596
20220724T1800,32.290245,0.8333333,3.2399998,89.99999
20220724T1900,32.010246,0.8333333,3.0758414,110.556046
20220724T2000,30.440245,0.8333333,0.35999998,360
20220724T2100,26.610245,0.69209355,3.6,360
20220724T2200,23.390245,0.5579269,6.4096174,38.157227
20220724T2300,21.780245,0.49084353,7.5685663,64.65382
20220725T0000,21.190245,0.4662602,5.771239,86.42367
20220725T0100,21.040245,0.4600102,3.6,126.869896
20220725T0200,20.790245,0.44959354,3.219938,153.43495
20220725T0300,19.860245,0.41084352,4.39436,145.00798
20220725T0400,19.310246,0.3879269,4.5820518,135
20220725T0500,18.570246,0.35709357,4.3349743,138.36646
20220725T0600,18.300245,0.34584355,4.0249224,153.43495
20220725T0700,19.440245,0.39334354,5.692099,145.30484
20220725T0800,22.200245,0.5083435,5.4833565,156.8014
20220725T0900,25.230246,0.63459355,4.802999,167.00539
20220725T1000,28.180244,0.7575102,5.6920996,198.43495
20220725T1100,30.480246,0.8333333,7.7043357,232.59465
20220725T1200,32.220245,0.8333333,11.753876,220.03026
20220725T1300,33.660248,0.8333333,11.966954,223.78113
20220725T1400,34.710247,0.8333333,11.923557,241.11342
20220725T1500,34.640247,0.8333333,15.273505,261.8699
20220725T1600,33.850246,0.8333333,14.618837,279.92624
20220725T1700,33.420246,0.8333333,15.111424,282.38077
20220725T1800,32.850246,0.8333333,16.854767,289.98312
20220725T1900,31.520245,0.8333333,16.58346,297.1213
20220725T2000,30.050245,0.8333333,13.70839,299.93152
20220725T2100,28.820246,0.7841769,9.339208,297.55283
20220725T2200,26.840246,0.7016769,6.28713,283.2405
20220725T2300,25.560246,0.64834356,6.28713,256.7595
20220726T0000,25.110245,0.62959355,13.392774,306.25385
20220726T0100,24.610245,0.6087602,8.209263,285.25513
20220726T0200,23.860245,0.5775102,8.350138,277.4314
20220726T0300,22.250246,0.51042694,7.9526596,275.19443
20220726T0400,21.540245,0.48084354,9.531505,280.88553
20220726T0500,20.940245,0.45584354,10.144082,297.47443
20220726T0600,20.360245,0.43167686,7.386582,313.0251
20220726T0700,20.180244,0.42417684,5.6233797,320.19443
20220726T0800,20.880245,0.45334354,3.319036,310.60132
20220726T0900,21.810246,0.49209356,4.1046314,285.25513
20220726T1000,23.160246,0.5483436,6.725354,285.5241
20220726T1100,24.380245,0.5991769,9.693296,291.8014
20220726T1200,25.220245,0.6341769,11.770403,293.4287
20220726T1300,26.230246,0.67626023,11.177405,284.93143
20220726T1400,26.270245,0.67792684,10.829958,291.44775
20220726T1500,27.000246,0.70834357,10.495713,300.96378
20220726T1600,27.310246,0.72126025,10.182337,315
20220726T1700,27.290245,0.72042686,10.464797,333.43497
20220726T1800,27.150246,0.7145936,10.390226,345.96375
20220726T1900,26.500246,0.68751025,10.823973,356.18594
20220726T2000,25.560246,0.64834356,10.805999,1.9091492
20220726T2100,24.240246,0.59334356,8.473393,12.2647705
20220726T2200,22.670246,0.5279269,5.3517847,19.653809
20220726T2300,21.710245,0.48792687,5.4477882,7.594635
20220727T0000,20.530245,0.4387602,5.8603754,349.38034
20220727T0100,19.880245,0.41167688,6.830519,341.56506
20220727T0200,19.470245,0.39459357,6.489992,3.1798248
20220727T0300,18.900246,0.37084356,6.28713,23.629364
20220727T0400,17.980246,0.33251023,5.937272,14.03624
20220727T0500,17.720245,0.32167688,6.849467,3.0127716
20220727T0600,16.980246,0.29084358,8.311245,355.03027
20220727T0700,17.180244,0.29917684,8.647496,357.61407
20220727T0800,18.460245,0.3525102,7.208994,2.8624115
20220727T0900,20.420246,0.43417692,7.5685663,357.2737
20220727T1000,22.000246,0.50001025,9.726665,357.8789
20220727T1100,23.750246,0.57292694,10.464798,3.9451752
20220727T1200,24.130245,0.5887602,9.726665,2.1210938
20220727T1300,25.100245,0.62917686,9.779817,6.340164
20220727T1400,25.590246,0.6495936,9.3876505,4.398697
20220727T1500,26.130245,0.6720936,8.647496,2.3859253
20220727T1600,26.800245,0.70001024,7.9526596,354.8056
20220727T1700,26.870245,0.7029269,7.9526596,354.8056
20220727T1800,26.480246,0.6866769,9.255571,13.495728
20220727T1900,25.710245,0.6545935,11.177405,14.931412
20220727T2000,24.600245,0.60834354,11.792404,12.339081
20220727T2100,23.040245,0.54334354,11.525623,14.470276
20220727T2200,21.510244,0.47959352,10.703569,19.653809
20220727T2300,20.240246,0.4266769,8.905908,14.03624
20220728T0000,19.360245,0.3900102,10.739833,13.570435
20220728T0100,18.450245,0.35209355,8.654986,16.927505
20220728T0200,17.900246,0.3291769,6.489992,3.1798248
20220728T0300,16.530245,0.27209353,6.87779,353.991
20220728T0400,15.590245,0.23292689,6.924738,351.02737
20220728T0500,15.020246,0.2091769,6.4799995,360
20220728T0600,15.020246,0.2091769,5.4119864,3.8140564
20220728T0700,15.260245,0.21917689,4.68,360
20220728T0800,17.660246,0.3191769,3.6,360
20220728T0900,20.000246,0.4166769,4.5536795,18.434952
20220728T1000,22.150246,0.5062602,5.00128,30.256424
20220728T1100,23.910246,0.5795936,4.510787,28.610443
20220728T1200,25.900246,0.6625102,4.452954,345.96375
20220728T1300,27.600245,0.73334354,2.9024127,29.744873
20220728T1400,29.240246,0.8016769,2.9024127,60.25511
20220728T1500,30.150246,0.8333333,2.52,89.99999
20220728T1600,30.750246,0.8333333,8.161764,228.57634
20220728T1700,30.860245,0.8333333,9,233.1301
20220728T1800,30.780245,0.8333333,5.815978,201.8014
20220728T1900,29.890245,0.8287602,6.12,180
20220728T2000,28.090246,0.7537603,5.8048253,172.87498
20220728T2100,26.590246,0.6912603,5.692099,145.30484
20220728T2200,24.330246,0.5970936,7.42159,140.90614
20220728T2300,23.280245,0.55334353,7.10031,149.53445
20220729T0000,21.500246,0.4791769,3.4152596,161.56505
20220729T0100,20.330246,0.43042693,6.379216,163.61046
20220729T0200,19.910246,0.4129269,6.2145634,169.99202
20220729T0300,19.260244,0.38584352,4.73506,171.25385
20220729T0400,18.780245,0.36584353,4.802999,167.00539
20220729T0500,18.580246,0.35751024,4.452954,165.96376
20220729T0600,18.460245,0.3525102,4.2136917,160.01689
20220729T0700,19.230246,0.38459358,4.73506,171.25385
20220729T0800,20.400246,0.43334356,3.7585104,163.30075
20220729T0900,21.400246,0.47501025,3.319036,192.52881
20220729T1000,22.280245,0.51167685,5.2416787,254.0546
20220729T1100,23.640245,0.5683436,8.049845,280.30487
20220729T1200,25.550245,0.64792687,4.39436,325.008
20220729T1300,26.960245,0.7066769,4.510787,298.61047
20220729T1400,26.790245,0.69959354,4.802999,282.99463
20220729T1500,26.270245,0.67792684,6.9899354,258.11133
20220729T1600,25.520245,0.64667684,8.225035,246.8014
20220729T1700,25.850245,0.66042686,8.217153,241.18921
20220729T1800,26.160246,0.6733436,9.387651,237.52881
20220729T1900,26.240246,0.6766769,9.885262,236.88866
20220729T2000,25.820246,0.6591769,8.14587,225
20220729T2100,22.810246,0.53376025,8.669949,221.63354
20220729T2200,21.570246,0.48209357,8.913181,226.63658
20220729T2300,21.060246,0.46084356,8.4963045,233.61565
20220730T0000,19.000246,0.37501025,8.557102,194.62088
20220730T0100,18.290245,0.3454269,7.127636,225
20220730T0200,17.920246,0.33001027,7.5942082,238.57043
20220730T0300,17.440245,0.3100102,6.439876,243.43495
20220730T0400,16.560246,0.27334356,3.7064266,240.9454
20220730T0500,15.840245,0.24334355,5.3999996,233.1301
20220730T0600,15.430245,0.22626023,4.3349743,221.63354
20220730T0700,16.510246,0.27126026,3.4152596,198.43495
20220730T0800,19.020245,0.37584352,3.7064266,209.05461
20220730T0900,21.490246,0.47876024,4.6102495,218.65982
20220730T1000,23.950245,0.5812602,5.1919937,236.30994
20220730T1100,25.860245,0.66084355,7.172949,287.52557
20220730T1200,26.760244,0.6983435,5.7599998,270
20220730T1300,27.510244,0.7295935,6.849467,273.0128
20220730T1400,28.170246,0.7570936,8.350138,277.4314
20220730T1500,28.530245,0.77209353,10.041354,284.53445
20220730T1600,28.960245,0.7900102,8.759178,279.46234
20220730T1700,29.160246,0.7983436,9.360001,292.61987
20220730T1800,28.870245,0.7862602,7.754637,291.8014
20220730T1900,28.420246,0.76751024,7.491114,305.2176
20220730T2000,27.400246,0.7250102,4.510787,331.38956
20220730T2100,25.990246,0.66626024,3.396233,327.99463
20220730T2200,24.780245,0.61584353,4.0249224,349.69516
20220730T2300,22.660246,0.5275102,2.968636,345.96375
20220731T0000,21.410246,0.4754269,3.096837,324.46234
20220731T0100,20.290245,0.4287602,1.0182338,225
20220731T0200,19.870245,0.41126022,2.5455842,188.1301
20220731T0300,19.360245,0.3900102,2.5455842,188.1301
20220731T0400,17.760244,0.32334352,3.2599385,186.3402
20220731T0500,16.220245,0.25917688,4.0249224,190.30484
20220731T0600,15.670245,0.23626022,3.9763298,185.19443
20220731T0700,16.650246,0.27709356,3.2599385,186.3402
20220731T0800,19.850245,0.41042686,4.452954,194.03624
20220731T0900,22.880245,0.5366769,4.198285,210.96376
20220731T1000,25.450245,0.6437602,3.5455887,246.0375
20220731T1100,27.450245,0.7270935,3.8773184,248.1986
20220731T1200,28.550245,0.77292687,5.634891,243.43495
20220731T1300,29.390245,0.8079269,7.10031,239.53445
20220731T1400,29.660246,0.8191769,8.12197,257.19574
20220731T1500,30.640245,0.8333333,8.225035,246.8014
20220731T1600,31.010244,0.8333333,9.449572,252.25534
20220731T1700,31.780245,0.8333333,10.703569,250.34618
20220731T1800,31.810246,0.8333333,10.931203,252.75854
20220731T1900,31.530245,0.8333333,11.252519,262.6476
20220731T2000,30.360245,0.8333333,8.647496,272.38596
20220731T2100,26.900246,0.7041769,7.968939,288.43497
20220731T2200,24.450245,0.6020935,7.928177,309.47247
20220731T2300,23.090246,0.5454269,7.7879906,326.30994
20220801T0000,21.330246,0.47209358,7.10031,329.53445
20220801T0100,22.350245,0.51459354,6.28713,336.37064
20220801T0200,21.140245,0.4641769,5.771239,356.42368
20220801T0300,19.020245,0.37584352,3.0547013,44.999985
20220801T0400,17.280245,0.30334353,1.08,360
20220801T0500,16.330246,0.26376024,1.484318,345.96375
20220801T0600,15.570246,0.23209357,0.5091169,44.999985
20220801T0700,16.930244,0.2887602,1.2979984,146.30994
20220801T0800,20.180244,0.42417684,3.219938,116.56505
20220801T0900,23.070246,0.5445936,1.2979984,123.69006
20220801T1000,25.610245,0.65042686,1.5273507,225
20220801T1100,27.490246,0.72876024,3.671294,258.69006
20220801T1200,29.140245,0.7975102,4.3498964,294.44397
20220801T1300,30.050245,0.8333333,5.0911684,278.1301
20220801T1400,30.700245,0.8333333,6.519877,276.34018
20220801T1500,31.280245,0.8333333,7.754637,291.8014
20220801T1600,31.380245,0.8333333,10.086427,304.8245
20220801T1700,31.100245,0.8333333,16.279802,305.09583
20220801T1800,28.410246,0.7670936,12.594856,329.03625
20220801T1900,26.450245,0.6854269,9.983106,334.359
20220801T2000,25.230246,0.63459355,4.3349743,355.23636
20220801T2100,24.220245,0.5925102,3.7064266,29.05458
20220801T2200,23.000246,0.54167694,5.4477882,7.594635
20220801T2300,22.000246,0.50001025,1.8,143.1301
20220802T0000,19.790245,0.4079269,4.896529,72.89727
20220802T0100,19.590246,0.3995936,3.6179552,84.289406
20220802T0200,19.400246,0.3916769,3.7585104,73.30075
20220802T0300,18.730246,0.36376023,2.9024127,60.25511
20220802T0400,18.340246,0.34751025,3.6179552,95.71059
20220802T0500,17.990246,0.3329269,2.6208394,105.9454
20220802T0600,17.370245,0.30709353,2.9024127,82.874985
20220802T0700,17.200245,0.3000102,2.5455842,81.869896
20220802T0800,18.880245,0.37001023,2.7416782,66.8014
20220802T0900,20.840246,0.45167693,3.7064266,60.945396
20220802T1000,23.230246,0.55126023,4.072935,44.999985
20220802T1100,24.940245,0.6225102,5.154415,24.775131
20220802T1200,26.380245,0.6825102,4.379589,9.462311
20220802T1300,28.030245,0.7512602,4.896529,17.102722
20220802T1400,29.070246,0.7945936,4.6800003,22.619858
20220802T1500,30.020245,0.8333333,4.802999,12.994629
20220802T1600,30.670246,0.8333333,4.73506,8.74614
20220802T1700,31.070246,0.8333333,5.4119864,3.8140564
20220802T1800,30.960245,0.8333333,6.519877,6.340164
20220802T1900,30.430244,0.8333333,6.9899354,11.888657
20220802T2000,29.240246,0.8016769,6.489992,3.1798248
20220802T2100,25.540245,0.64751023,6.489992,3.1798248
20220802T2200,22.580246,0.5241769,6.28713,13.240509
20220802T2300,20.950245,0.4562602,7.42159,22.833649
20220803T0000,19.560246,0.39834356,5.2416787,15.945404
20220803T0100,19.040245,0.3766769,5.2416787,15.945404
20220803T0200,19.590246,0.3995936,5.3517847,19.653809
20220803T0300,18.710245,0.36292687,4.39436,34.99202
20220803T0400,17.860245,0.3275102,2.9024127,60.25511
20220803T0500,16.680244,0.27834353,2.1897945,80.537674
20220803T0600,15.760245,0.24001022,1.9386592,111.80141
20220803T0700,17.300245,0.3041769,1.609969,116.56505
20220803T0800,20.840246,0.45167693,2.4149535,116.56505
20220803T0900,23.580246,0.5658436,2.1897945,99.46232
20220803T1000,26.160246,0.6733436,2.1897945,99.46232
20220803T1100,28.400246,0.7666769,2.5455842,98.1301
20220803T1200,30.270245,0.8333333,1.8,126.869896
20220803T1300,31.910246,0.8333333,0.8049845,153.43495
20220803T1400,32.970245,0.8333333,1.1384199,161.56505
20220803T1500,33.95025,0.8333333,0.8049845,206.56505
20220803T1600,34.370247,0.8333333,1.0182338,225
20220803T1700,34.760246,0.8333333,0.5091169,315
20220803T1800,34.720245,0.8333333,1.0182338,44.999985
20220803T1900,34.460247,0.8333333,1.9386592,68.19859
20220803T2000,32.95025,0.8333333,3.0547013,44.999985
20220803T2100,29.180244,0.7991769,6.3690495,42.70938
20220803T2200,28.400246,0.7666769,6.8777895,47.121094
20220803T2300,25.850245,0.66042686,6.1305785,49.76364
20220804T0000,24.120245,0.58834356,1.5273507,44.999985
20220804T0100,22.750246,0.53126025,1.2979984,123.69006
20220804T0200,21.630245,0.48459354,2.0364676,135
20220804T0300,21.160246,0.46501026,3.8268526,131.18591
20220804T0400,20.670246,0.44459358,3.8268526,131.18591
20220804T0500,20.160246,0.42334357,3.8268526,138.81407
20220804T0600,19.620245,0.40084353,3.6,143.1301
20220804T0700,19.870245,0.41126022,2.9024127,150.25511
20220804T0800,22.940245,0.5391769,3.8939953,146.30994
20220804T0900,26.040245,0.66834354,3.671294,168.69006
20220804T1000,29.030245,0.79292685,4.3498964,204.44395
20220804T1100,31.590246,0.8333333,4.6938257,237.52881
20220804T1200,33.54025,0.8333333,3.8773184,291.8014
20220804T1300,35.060246,0.8333333,4.0249224,280.30487
20220804T1400,36.060246,0.8333333,2.0991426,239.03624
20220804T1500,36.940247,0.8333333,3.319036,229.39871
20220804T1600,37.38025,0.8333333,5.4119864,273.8141
20220804T1700,37.36025,0.8333333,14.480773,325.1247
20220804T1800,37.02025,0.8333333,13.570615,338.1986
20220804T1900,36.220245,0.8333333,7.92,360
20220804T2000,33.660248,0.8333333,5.692099,34.69516
